biz_name,aspect,positive_aspect_count,negative_aspect_count,positive_aspect_ratio
Blarney Stone,service,8,0,1.0
Amari,price,5,1,0.8333333333333334
Becky's Newtown Deli,ambience,4,0,1.0
Driftwood Pub and Kitchen,service,26,3,0.896551724137931
Aubergine Cafe,ambience,4,0,1.0
Thai Cuisine,price,18,1,0.9473684210526315
MiaMare Ristorante,food,18,6,0.75
Phó Lee,food,33,5,0.868421052631579
Pancho's Mexican Buffett,food,6,3,0.6666666666666666
Lombardi Cafe,ambience,5,0,1.0
Big Jud's Meridian,ambience,21,3,0.875
Bonanza Buffet,service,14,4,0.7777777777777778
Outback Steakhouse,,271,117,0.6984536082474226
Bartaco,,838,108,0.8858350951374208
Toups Meatery,,133,28,0.8260869565217391
Baileys' Range,,297,72,0.8048780487804879
Lucky Fins Seafood Grill,,66,7,0.9041095890410958
Mr. Tequila,,18,4,0.8181818181818182
Yoshi Sushi & Thai,,5,1,0.8333333333333334
Moe's Southwest Grill,,106,42,0.7162162162162162
Tia's Authentic Latin Food,,74,7,0.9135802469135802
Goodcents Deli Fresh Subs,,0,1,0.0
Epic Pizza & Subs,,65,4,0.9420289855072463
Acapulco Joe's,,52,30,0.6341463414634146
Green Chili Bistro,,2,2,0.5
La Croisette,,74,8,0.9024390243902439
Rudy's Pub & Grill,,8,2,0.8
Chef Wang,,20,3,0.8695652173913043
Antojito's Mexican Food,,21,1,0.9545454545454546
The Pub by Wegmans,,15,7,0.6818181818181818
Mystic Restaurant,,17,3,0.85
Lin's Grand Buffet,,27,4,0.8709677419354839
Urban Cantina,,148,17,0.896969696969697
Sawasdee Thai Cuisine,,49,16,0.7538461538461538
Country Junction Restaurant,,10,0,1.0
Que Pasa Mexican Cantina,,73,15,0.8295454545454546
Vinoteca 902,,4,0,1.0
Edgewild,,11,4,0.7333333333333333
Houston's Restaurant,,20,1,0.9523809523809523
Global A'fare,,9,2,0.8181818181818182
Boo Koo BBQ,,18,0,1.0
Machi Sushi Bar,,33,4,0.8918918918918919
Thai Basil,,24,4,0.8571428571428571
Museum of Fine Arts,,27,0,1.0
The Farmhouse Bistro,,7,0,1.0
Tini,,4,0,1.0
Hibachi of Valley Forge,,20,6,0.7692307692307693
Kao Thai Kitchen,,30,1,0.967741935483871
Our Family Cafe,,7,1,0.875
Catello’s Italian Art Cuisine - Indianapolis,ambience,51,3,0.9444444444444444
Back Alley Barbeque,,3,1,0.75
Chuck-A-Rama Buffet,,11,3,0.7857142857142857
Mole Poblano Restaurant,,51,6,0.8947368421052632
Mashwa,,4,3,0.5714285714285714
Tsaocaa & BBQ Chicken,,26,8,0.7647058823529411
Amatos Italian Kitchen,,9,0,1.0
TopThisPie,,8,0,1.0
Shige Teriyaki,,2,0,1.0
WingHouse Bar & Grill,,13,5,0.7222222222222222
Steaks On South,,17,6,0.7391304347826086
Amber Restaurant & Gallery,,13,3,0.8125
daVinci's,,19,1,0.95
Jackson Bar + Eatery,service,86,9,0.9052631578947369
Books & Brews - Carmel,,11,1,0.9166666666666666
El Limon Flourtown,,8,3,0.7272727272727273
Ming's Wok,,3,1,0.75
Peace Love & Little Donuts,,5,0,1.0
Crisp,,19,5,0.7916666666666666
Po-Boy King,,17,2,0.8947368421052632
Fellinis Cafe,,12,3,0.8
Buck's Barbeque,,2,0,1.0
Three Kings Public House,price,5,0,1.0
Midway Grill Thorndale,,4,0,1.0
Pete's Pizza,,16,5,0.7619047619047619
Papa G's,,7,0,1.0
Wok N Roll Restaurant,,3,6,0.3333333333333333
Shogun,,4,3,0.5714285714285714
All Starr Carribbean Cafe,,1,0,1.0
Happy House,service,5,1,0.8333333333333334
Tacklebox,ambience,31,7,0.8157894736842105
Happy Joy Family Restaurant,price,8,0,1.0
Hibiscus,service,5,0,1.0
Skinny Legs & Cowgirls Bistro,service,5,0,1.0
Gris Gris Seafood,food,6,4,0.6
Big Tuna Sushi House,food,12,6,0.6666666666666666
The Wine Bar Cafe,food,12,0,1.0
Huey's Grill & Tavern,food,9,1,0.9
Mike's Famous Steaks & Subs,ambience,0,1,0.0
Kobe Japanese Bistro,price,12,1,0.9230769230769231
T&D Vietnamese Noodle House,price,10,0,1.0
Chins Wok,price,5,0,1.0
Maple Shade Pizza,ambience,1,0,1.0
All Starr Carribbean Cafe,food,7,1,0.875
Da Soli Restaurant,price,9,1,0.9
Beijing Gardens,food,2,2,0.5
Adobos Mexican Grill,service,1,1,0.5
When Eddie Met Salad,service,7,4,0.6363636363636364
Negrill Jamaican Restaurant Bar,price,2,0,1.0
Chuck E Cheese,price,1,1,0.5
The Coliseum,food,5,1,0.8333333333333334
Old Hickory Bistro,ambience,34,2,0.9444444444444444
Church and Union Nashville,ambience,16,6,0.7272727272727273
Bad Boy Burgers,price,8,0,1.0
Alta Calle,price,9,0,1.0
OGGI - St Petersburg,ambience,6,0,1.0
Tokyo Sushi House,price,1,0,1.0
Wings On Fire,price,14,0,1.0
Takka Grill & Shrimpie's,ambience,1,1,0.5
Brothers Pizza & Restaurant,price,4,1,0.8
Penguin's Pub,food,4,0,1.0
Steak Works,service,6,3,0.6666666666666666
Publix Super Market,service,7,3,0.7
Morning Star Burma Teahouse,price,1,0,1.0
Cafe Terra Cotta,food,9,0,1.0
La Salsa Fresh Mexican Grill,price,7,0,1.0
Halong Bay Noodle House,service,27,2,0.9310344827586207
Smokin Al's BBQ,service,2,0,1.0
yogurtree,service,8,0,1.0
The Orient Chinese Restaurant,ambience,3,1,0.75
Egg Roll King,ambience,13,2,0.8666666666666667
Arizona Inn,,15,4,0.7894736842105263
Original Dominick's Pizza,,1,0,1.0
Villa Rosa,,10,2,0.8333333333333334
Thorndale Inn,,3,2,0.6
The Freshworks - Mayfair Store,,4,0,1.0
Slow Hand,,8,2,0.8
Coyote Rojo # 4,,24,2,0.9230769230769231
Fusion Resort,,8,3,0.7272727272727273
Social Bar and Grill,ambience,13,3,0.8125
Back of the House,ambience,1,0,1.0
Uncle Rodney's Rib House,ambience,3,3,0.5
El Cubanito,food,21,9,0.7
Bistro At Maison De Ville,service,12,2,0.8571428571428571
Breakfast & Lunch Nook,ambience,4,0,1.0
Los Chulos,price,7,0,1.0
Turquesa Latin Grill,service,8,0,1.0
Omega Pizza & Restaurant,food,26,4,0.8666666666666667
Dak's Pizza And Games,food,10,2,0.8333333333333334
Vito's Pizza & Sandwiches,service,24,1,0.96
Ugly Crab,price,13,3,0.8125
Giovanni Ristorante West,price,1,0,1.0
Mai Thai Restaurant & Bar - Eagle,food,12,2,0.8571428571428571
Inkas,ambience,13,5,0.7222222222222222
Pannarano Pizza,service,8,0,1.0
Randazzos Pizza,service,12,2,0.8571428571428571
DeSano Pizzeria,service,4,0,1.0
Seulanga,price,4,0,1.0
Fox Hollow Golf Club,food,12,3,0.8
Just Pizza,price,4,1,0.8
La-China Poblana,ambience,2,3,0.4
Sammy's Beach Bar & Grill,price,3,1,0.75
Copper Country Antiques,ambience,11,0,1.0
Valley Forge Convention Center,service,1,0,1.0
Keriyaki Asian Cuisine,service,14,1,0.9333333333333333
R&R Extreme Wings,ambience,4,0,1.0
Mod India Restaurant,service,13,0,1.0
Apple Farm Diner and Bakery,food,3,7,0.3
Coconut Chicken Hot Pot & BBQ,service,15,3,0.8333333333333334
Kukurukoo Express,price,3,1,0.75
Taco B-Loz,price,5,0,1.0
Marino Bros. Cheesesteaks,price,3,0,1.0
BBQ Beach Bar & Grill,service,12,3,0.8
Urban's Wood Fired Pizza,service,2,0,1.0
China Burger BBQ,service,3,1,0.75
Maguire's Market,price,0,0,
Crave Coffee House,price,5,1,0.8333333333333334
El Capitan,service,10,4,0.7142857142857143
Omi's Grill,service,11,0,1.0
Capone's Southside Cucina,ambience,7,2,0.7777777777777778
Pret A Manger,food,4,1,0.8
Oatman House,food,7,1,0.875
Mis Antojitos Mexicanos,service,11,0,1.0
Murffs BBQ Shack,price,6,0,1.0
Zesty Family Restaurant,service,5,1,0.8333333333333334
Dunedin Vegan Deli,service,18,1,0.9473684210526315
Marco's Famous,price,9,1,0.9
Panda Hut,service,20,1,0.9523809523809523
Olympic Restaurant,service,4,0,1.0
Buddha Lounge,food,12,5,0.7058823529411765
Polish Express,ambience,4,0,1.0
Bagels & Co,ambience,2,2,0.5
Oveja Blanca Restaurante,price,9,1,0.9
Nan Feng Asian Food Restaurant,service,5,0,1.0
Gulfport Comfort Cafe,food,11,0,1.0
Franky & Johnny's,price,12,2,0.8571428571428571
Chicos Woodfired Grill,food,3,3,0.5
Il Vicino,price,3,1,0.75
Coffee & Cream,price,3,0,1.0
Chinese Buffet,,5,1,0.8333333333333334
Tavern of Fine Arts,,7,1,0.875
Duos,,22,1,0.9565217391304348
Hunan Express,,6,1,0.8571428571428571
Pierogis & More,,1,0,1.0
Raymond's Pizza,,3,1,0.75
Blondie's Bar and Grill,service,0,0,
Gold Star Pizza,,4,0,1.0
Well Fed,price,5,0,1.0
Manhattan Express,,5,1,0.8333333333333334
Kinnaree,price,8,1,0.8888888888888888
Jerry Bob's,,0,1,0.0
Marsh Supermarkets,,0,1,0.0
Golden Wheel Drive-In,,7,4,0.6363636363636364
FUDI FAST FOOD,,0,1,0.0
Cloud Factory Hookah Lounge,,1,1,0.5
Coffee & Cream,,2,0,1.0
Sal DeForte's Ristorante,price,18,0,1.0
Merchant Bar,price,7,0,1.0
Masalaz Restaurant,price,8,0,1.0
Monstah Lobstah,price,7,0,1.0
No 1 China Buffet,service,3,1,0.75
Idyll Lounge,ambience,5,0,1.0
Clyde's Original Chop House,price,4,1,0.8
Hank's Smoked Briskets,price,13,1,0.9285714285714286
Best Food In Town Chinese Kitchen,food,5,1,0.8333333333333334
Margaret Kuo's Peking,service,8,1,0.8888888888888888
Music City Brisket,price,6,0,1.0
Wienerschnitzel,price,2,1,0.6666666666666666
Chic N Pig,food,18,2,0.9
Mario & Joe's Pizzeria,price,1,0,1.0
Los Arcos Mexican Restaurant,service,6,1,0.8571428571428571
Lillo's Tomato Pies,price,0,0,
Taqueria Jalisco,service,10,2,0.8333333333333334
Moshi Moshi,service,37,2,0.9487179487179487
Whiskey Bent Bar & Grill,ambience,3,0,1.0
friday's South Bar & Grill - Collinsville,price,6,2,0.75
Italia Mia,ambience,15,1,0.9375
Willie's Backyard BBQ,ambience,3,0,1.0
Buttercream Cafe & Bakery,ambience,6,2,0.75
Prospectors Bar & Grille,food,2,1,0.6666666666666666
Mamma Rosa,service,8,2,0.8
Conyac's Bar & Grill,ambience,3,0,1.0
Indian Kitchen ,food,4,0,1.0
AJ Pizza & More,ambience,2,0,1.0
Clermont Skillet And Grill,ambience,3,1,0.75
Continental Provisions,price,2,0,1.0
Sandwich Shop,food,23,2,0.92
Dany's Diner,price,6,0,1.0
The Arch Cafe,food,6,1,0.8571428571428571
Revival Pizza Pub,ambience,7,0,1.0
The Boundary American Grille & Tavern,ambience,6,0,1.0
China Ruby,price,2,0,1.0
Vintage Grille,ambience,10,1,0.9090909090909091
KC Chinese Rotisserie Restaurant,price,9,0,1.0
Rib Shack BBQ,price,14,5,0.7368421052631579
Ben's BBQ and Beer,ambience,9,1,0.9
"Chicago's Pizza With A Twist Reno - S Virginia St, NV",price,5,1,0.8333333333333334
Sap Sap Lao Cafe,,13,1,0.9285714285714286
El Torero Family Mexican Restaurant,,7,0,1.0
3J's Food Market  Fishtown,,0,0,
Dotson's Restaurant,,20,3,0.8695652173913043
Nuts Neighborhood Bar & Grill,,1,0,1.0
Sabor Latino,ambience,4,1,0.8
Acropol Inn Restaurant,,22,2,0.9166666666666666
Ristorante Denicola,,16,3,0.8421052631578947
Doan's Restaurant,,6,0,1.0
Pho Kim,price,9,0,1.0
Johnny's Jamaican Grill,ambience,9,0,1.0
Fattes Pizza,,4,1,0.8
DeSano Pizzeria Napoletana,service,31,5,0.8611111111111112
August Moon Chinese Restaurant,ambience,15,3,0.8333333333333334
India Palace Indian Restaurant,price,8,0,1.0
C-Lovers,service,3,1,0.75
HuHot Mongolian Grill,price,24,6,0.8
The Gamers' Lodge,price,5,1,0.8333333333333334
Golden Wheel Drive-In,ambience,7,3,0.7
Skippers Seafood & Chowder House,price,0,3,0.0
Bravo Pizza of Avondale,food,13,11,0.5416666666666666
Square One,price,5,1,0.8333333333333334
The Munchy Machine,ambience,0,0,
Maria Banana Cafe,price,6,1,0.8571428571428571
Dominic's Italian Grille & Pizzeria,ambience,2,0,1.0
Pepperoni Pizza,ambience,2,1,0.6666666666666666
Richmond Diner and Restaurant,food,3,0,1.0
Fat Willy’s Clubouse,price,1,0,1.0
Cafe de Thai,price,16,4,0.8
50/Fifty Kitchen,service,13,4,0.7647058823529411
Forever,ambience,5,3,0.625
Bella's Pancake House,service,10,0,1.0
Buttercream Cupcake Truck,ambience,2,1,0.6666666666666666
Fevzi Mediterranean Grill,food,15,0,1.0
Ocean Palace,ambience,1,0,1.0
Lucky's Chinese Take Out,ambience,7,1,0.875
Ducketts Seafood,ambience,0,0,
Imperial Pizza,price,21,0,1.0
Pannarano Pizza,ambience,7,1,0.875
John's Pass Village,ambience,12,3,0.8
Jim's Buffet,ambience,6,9,0.4
Jimbo's BBQ,price,13,0,1.0
Velvet Taco,ambience,3,0,1.0
Mandarin Kitchen,ambience,2,2,0.5
Kookie Krums,price,1,1,0.5
Yokozuna Teriyaki,price,18,4,0.8181818181818182
Green Island,service,12,1,0.9230769230769231
Stan's Char-Broiled Hot Dogs,service,4,0,1.0
Amnesia Pub,service,6,1,0.8571428571428571
Pho Nam Vietnamese Restaurant,price,7,0,1.0
BOBQ,ambience,5,3,0.625
Taj of India,ambience,7,2,0.7777777777777778
Taze Mediterranean Street Food,ambience,5,0,1.0
Mother's Restaurant,service,10,6,0.625
Noodle Noodle Restaurant,service,7,0,1.0
Pizza 38,food,15,1,0.9375
Country Chef's Kitchen,,3,0,1.0
Tooley's Cafe,,8,3,0.7272727272727273
Quick & Easy Deli and Grill,,0,0,
Lisa's Chop Suey,,1,1,0.5
River Pond Seafood,,1,0,1.0
Rich & Charlie's - Woods Mill,,4,3,0.5714285714285714
Bisou Bistro,,5,0,1.0
Twisted Turtle Bar And Grill,price,3,0,1.0
Beijing Duck House,price,3,7,0.3
Sanremo Pizzeria & Ristorante,service,9,1,0.9
REPUBLIC quality food & drink,service,8,0,1.0
King Ribs Bar-B-Q,ambience,2,1,0.6666666666666666
Cabos Cantina Grill & Tequila Bar,price,14,3,0.8235294117647058
Chi Cafe,price,7,0,1.0
Starz Cafe II,service,14,2,0.875
Julie's Little Kitchen,food,15,0,1.0
The Kitchen,ambience,1,0,1.0
El Limon Havertown ,ambience,1,1,0.5
New Quality Restaurant,ambience,2,0,1.0
Perk It Up,ambience,9,0,1.0
Japanese Village Sherwood Park,ambience,9,0,1.0
Sam's Diner,service,4,2,0.6666666666666666
Lilly's On the Canal,price,22,9,0.7096774193548387
Tony's Pizzeria & Ristorante,service,22,8,0.7333333333333333
Happy Wok Chinese Restaurant,food,30,2,0.9375
Granddaddy's Famous Hot Chicken,ambience,5,0,1.0
Maxwell's Restaurant,food,8,2,0.8
St. Louis Kolache,service,33,4,0.8918918918918919
California Tortilla,price,10,2,0.8333333333333334
"Chez Pierre French Bakery And Cafe On Harrison, Lakeview",ambience,5,1,0.8333333333333334
Pappy's Pizza,service,3,0,1.0
Jersey Joes Hoagies and Deli,food,68,11,0.8607594936708861
Oriental Chi,ambience,5,2,0.7142857142857143
Castaways Restaurant the,ambience,1,1,0.5
Global A'fare,service,35,0,1.0
Boo Koo BBQ,price,5,1,0.8333333333333334
Min Moon,ambience,1,0,1.0
Hieu Giang Pho,ambience,13,1,0.9285714285714286
Oldsmar Smokin' BBQ,ambience,10,1,0.9090909090909091
Bywood Seafood Market,food,13,1,0.9285714285714286
Tosco's Pub and Grill,ambience,4,0,1.0
The Dude and His Food,service,2,0,1.0
Hathaway's Restaurant & Lounge,ambience,11,4,0.7333333333333333
Mystic Oak Golf Course,ambience,2,0,1.0
Snookers,service,8,0,1.0
The King's Seat Bar & Grill,ambience,5,0,1.0
Dezzy's Jamaican Restaurant,food,17,3,0.85
Old English Pizza,service,5,1,0.8333333333333334
BlackBall,ambience,7,1,0.875
Jimmy The Greek's,service,18,4,0.8181818181818182
Taco Time,service,9,0,1.0
Boccella's Deli,price,25,0,1.0
The Hallway Cafe,service,5,0,1.0
GG's Restaurant,ambience,10,0,1.0
Banjo's Food Truck,ambience,0,0,
Golden Wok,ambience,11,2,0.8461538461538461
Maiz De La vida,price,3,2,0.6
Tea Times,food,3,1,0.75
Vincenzo's Pizza and Grill,ambience,6,0,1.0
Yangon Restaurant,service,7,0,1.0
Banh Mi Ba Nhan,ambience,7,2,0.7777777777777778
Steak'em-Up,service,0,0,
REPUBLIC quality food & drink,ambience,3,1,0.75
Esposito's Espo Pizza,service,17,2,0.8947368421052632
Bistro 14,,3,0,1.0
Deli on a Roll,,0,1,0.0
Part & Parcel,,17,0,1.0
Hotel Bar,,13,1,0.9285714285714286
Three Happiness Restaurant,,4,2,0.6666666666666666
E.B.I. Sushi,,18,3,0.8571428571428571
Muzzie's Ice Cream & Sandwich Shop,,3,0,1.0
honeygrow,,6,1,0.8571428571428571
A Taste of Italy,,0,1,0.0
Bonks Bar,,7,1,0.875
Supersaver Supermarket,price,1,0,1.0
Little Caesar's Pizza,service,8,4,0.6666666666666666
La Mesa Tortillas,ambience,7,4,0.6363636363636364
Swiss 2 GO,ambience,8,0,1.0
W-----o,ambience,0,1,0.0
Fill A Bagel & Breads - Oreland,ambience,13,0,1.0
Pop's Kitchen,ambience,4,0,1.0
Creole Envie,price,3,1,0.75
Frutta Bowls,ambience,1,0,1.0
B B Magee's Tavern,food,2,0,1.0
Angie's Market Cafe,service,18,0,1.0
Lanna Thai Cuisine,ambience,5,1,0.8333333333333334
Dominos Pizza,service,5,0,1.0
K&J and Milano's Pizza,service,2,1,0.6666666666666666
The Gamers' Lodge,service,14,1,0.9333333333333333
Rudy's Pub & Grill,price,10,2,0.8333333333333334
Mary's Old Fashioned Pit Bar-B-Que,price,4,0,1.0
Greenheart Bakery,ambience,2,0,1.0
Best Quality Pizza,ambience,2,0,1.0
Grill Fresh,price,12,0,1.0
ShopRite of Bensalem,food,12,3,0.8
Golden Bowl II Chinese Restaurant,ambience,0,0,
Burritos Puebla,price,1,1,0.5
Poke 88,ambience,15,0,1.0
Italian Delight,service,10,1,0.9090909090909091
Kami,food,22,4,0.8461538461538461
Las Cabanas Mexican Restaurant,price,4,0,1.0
Ms. Beasley's,price,4,0,1.0
Tokyo Sushi Hibachi & Supreme Buffet,service,12,3,0.8
Joclyn's,food,12,5,0.7058823529411765
Tokyo Steak House,price,0,1,0.0
SaddleBrooke Two Mountain View Bistro,food,13,7,0.65
De Luca's Bakery,food,16,1,0.9411764705882353
Margaritas Grill,ambience,11,1,0.9166666666666666
Chimi's Fresh Mex,service,45,8,0.8490566037735849
Golden Bowl,service,12,2,0.8571428571428571
Sawmill Prime Rib & Steak House,service,17,9,0.6538461538461539
Snack Shack,food,11,3,0.7857142857142857
Pie Town Tacos,service,16,0,1.0
The U,ambience,15,2,0.8823529411764706
Clancy's By The Creek,price,6,0,1.0
Embers,ambience,4,0,1.0
Jeff Ruby's Steakhouse,price,1,1,0.5
Clearwater Wine Bar & Bistro,price,15,1,0.9375
Franco's Place,price,0,0,
Five Guys Famous Burgers & Fries,price,1,0,1.0
Gendusas ||,food,5,5,0.5
The Pourhouse Tap Room & Sports Bar,price,2,0,1.0
Kanak Attack,price,4,0,1.0
Sonic,service,4,0,1.0
Ms. Beasley's,service,2,0,1.0
Apollo Pizza,food,10,11,0.47619047619047616
Riverbend Restaurant & Bar,ambience,19,12,0.6129032258064516
Steakouts Home Plate,price,5,2,0.7142857142857143
Baggin's Gourmet,price,4,1,0.8
Aspen,ambience,5,1,0.8333333333333334
Milan's Restaurant,,0,0,
Market Bakery,,6,2,0.75
Vegetate,,3,4,0.42857142857142855
Kimigusaki Japanese Restaurant,,9,0,1.0
Penn's Table of Lionsville,,2,1,0.6666666666666666
Sushi Yaki,,7,1,0.875
Best Buffet,,1,1,0.5
Meat n' Potatoes,,1,0,1.0
The Corner Coffee House,price,7,1,0.875
The Good Gyro,,6,1,0.8571428571428571
Richmond Diner and Restaurant,,0,0,
Louies At Stones Crossing,price,4,0,1.0
Sabor Del Caribe,,3,0,1.0
Cafe and Salad Works,food,11,0,1.0
Singleton's Mini Mart,service,19,0,1.0
Bones Grille,price,6,2,0.75
Roly Poly,food,37,6,0.8604651162790697
Vintage Grille,service,11,1,0.9166666666666666
McLain's Corner Bar & Grill,food,2,2,0.5
Sam Kabob Gyro,ambience,4,1,0.8
Evergreen Express Chinese Restaurant,price,4,0,1.0
Gryphon Cafe,food,25,1,0.9615384615384616
Gallagher's II Family Restaurant,ambience,9,1,0.9
L 2 Restaurant,ambience,14,4,0.7777777777777778
The Cafe at Rail City,ambience,3,3,0.5
Sake Hana,price,7,0,1.0
Pete's Pizza,service,15,17,0.46875
Sushi Hayashi,ambience,3,0,1.0
Sunny's Diner,service,7,0,1.0
Lemon Basil,service,15,1,0.9375
Sunny Street Cafe,food,38,29,0.5671641791044776
The Crazy Cactus,price,2,0,1.0
Chubby's Fox Chase Deli,service,12,0,1.0
Newton's Hot & Cold,ambience,6,0,1.0
Meun Fan Thai Cafe,ambience,42,4,0.9130434782608695
Ra Bar,service,6,0,1.0
R & R Bar-B-Que Company Inc.,ambience,2,1,0.6666666666666666
Garibaldi Mexican Restaurant,ambience,4,2,0.6666666666666666
Tokyo Noodle Shop,price,21,5,0.8076923076923077
Blake's On Poydras,price,12,2,0.8571428571428571
Gambino's Bakeries,food,8,1,0.8888888888888888
Wazobia Restaurant,service,2,0,1.0
The Dive Bar and Kitchen,food,17,2,0.8947368421052632
Miran,price,8,3,0.7272727272727273
Los Tacos Mariachis,food,8,0,1.0
Midori Sushi,service,11,0,1.0
NOLA Veggie Fest,ambience,11,2,0.8461538461538461
Far East Chinese Restaurant,food,24,4,0.8571428571428571
Rolynos Original Pizza,service,11,1,0.9166666666666666
Stewart's Drive-In,ambience,8,2,0.8
Peking,price,4,0,1.0
Tapper Pub,service,10,1,0.9090909090909091
Milkfish,service,13,0,1.0
Miscellanea House,food,27,4,0.8709677419354839
Pizza Party,ambience,2,0,1.0
Joey's Pizza- Downingtown,price,0,1,0.0
Melt Shop,price,2,3,0.4
Uncle Bud's Catfish Shack,service,3,2,0.6
Yumtown,price,6,0,1.0
Danny & Bonnie Seafood,food,22,5,0.8148148148148148
New Kimono Sushi Bar Japanese & Chinese Restaurant,,4,1,0.8
Moffin's Steak,,3,0,1.0
Zoya's Cafe & Catering,,14,4,0.7777777777777778
Brandywine Diner,,12,2,0.8571428571428571
Tutti Frutti,,1,2,0.3333333333333333
Ur Way,,4,1,0.8
Dishez,,1,0,1.0
Crust N' Fire,ambience,7,0,1.0
Long River Chinese Restaurant,,5,2,0.7142857142857143
Nino's Pizzarama,,7,0,1.0
Three Muses Maple,,1,1,0.5
Deb’s Jamaican Pot,,6,0,1.0
Bob's Fish Fry,service,1,2,0.3333333333333333
FroYo Frozen Yogurt,price,0,1,0.0
Nola Cafe,food,12,2,0.8571428571428571
Crown Chicken & Gyro,food,2,0,1.0
